source_product_id,source_product_name,recommended_product_id,recommended_product_name,pair_orders,confidence,lift,support
136,Colete Salva-Vidas 9822,463,Motor de Popa 8671,2,0.02247191011235955,8.876404494382022,5.819874872690237e-05
136,Colete Salva-Vidas 9822,76,Sonar Transducer 9995,6,0.06741573033707865,7.546389488709146,0.00017459624618070712
136,Colete Salva-Vidas 9822,221,Sonar Transducer 4498,2,0.02247191011235955,6.435393258426966,5.819874872690237e-05
136,Colete Salva-Vidas 9822,100,Defensa Náutica 2321,3,0.033707865168539325,5.38777110007839,8.729812309035356e-05
136,Colete Salva-Vidas 9822,78,Colete Salva-Vidas 8571,4,0.0449438202247191,5.307540831692344,0.00011639749745380474
137,Motor de Popa 8544,225,Âncora Bruce 7480,2,0.01680672268907563,5.607408011748388,5.819874872690237e-05
137,Motor de Popa 8544,424,Colete Salva-Vidas 8874,3,0.025210084033613446,4.867104145028798,8.729812309035356e-05
137,Motor de Popa 8544,412,Motor de Popa 6647,3,0.025210084033613446,4.105898283484009,8.729812309035356e-05
137,Motor de Popa 8544,447,Cabo Náutico 2366,3,0.025210084033613446,4.0483389617529255,8.729812309035356e-05
137,Motor de Popa 8544,180,Motor de Popa 1949,4,0.03361344537815126,3.8504201680672265,0.00011639749745380474
138,Cabo Náutico 3217,97,Motor de Popa 5396,5,0.024875621890547265,4.475658357427522,0.00014549687181725592
138,Cabo Náutico 3217,82,Bússola de Bordo 3993,5,0.024875621890547265,4.170003640334912,0.00014549687181725592
138,Cabo Náutico 3217,309,Motor de Popa 4415,2,0.009950248756218905,3.9303482587064673,5.819874872690237e-05
138,Cabo Náutico 3217,120,Motor de Popa 8681,2,0.009950248756218905,3.599371563236449,5.819874872690237e-05
138,Cabo Náutico 3217,429,GPS Plotter 3591,2,0.009950248756218905,3.385547509974878,5.819874872690237e-05
139,Sonar Transducer 7171,355,Cabo Náutico 1755,3,0.0297029702970297,9.451320132013201,8.729812309035356e-05
139,Sonar Transducer 7171,359,Hélice de Alumínio 8562,2,0.019801980198019802,7.821782178217822,5.819874872690237e-05
139,Sonar Transducer 7171,47,Motor de Popa 5561,4,0.039603960396039604,6.67152009318579,0.00011639749745380474
139,Sonar Transducer 7171,38,Sonar Transducer 7290,2,0.019801980198019802,6.606748053446121,5.819874872690237e-05
139,Sonar Transducer 7171,273,Vela Mestra 3325,3,0.0297029702970297,4.837642532025714,8.729812309035356e-05
140,Bússola de Bordo 5528,347,Bússola de Bordo 9956,3,0.013215859030837005,5.28096506505481,8.729812309035356e-05
140,Bússola de Bordo 5528,42,Tinta Antifouling 503,4,0.01762114537444934,5.004550915644228,0.00011639749745380474
140,Bússola de Bordo 5528,200,Tinta Antifouling 4777,3,0.013215859030837005,4.990802149392458,8.729812309035356e-05
140,Bússola de Bordo 5528,109,Âncora Bruce 8139,3,0.013215859030837005,4.831521229730996,8.729812309035356e-05
140,Bússola de Bordo 5528,263,Tinta Antifouling 3557,3,0.013215859030837005,4.4525783881834675,8.729812309035356e-05
141,Motor de Popa 5440,433,Colete Salva-Vidas 2045,5,0.0165016501650165,6.371676493492045,0.00014549687181725592
141,Motor de Popa 5440,240,Bússola de Bordo 702,4,0.013201320132013201,4.4917164983825115,0.00011639749745380474
141,Motor de Popa 5440,139,Sonar Transducer 7171,4,0.013201320132013201,4.4917164983825115,0.00011639749745380474
141,Motor de Popa 5440,136,Colete Salva-Vidas 9822,3,0.009900990099009901,3.8230058960952276,8.729812309035356e-05
141,Motor de Popa 5440,296,Vela Mestra 9794,3,0.009900990099009901,3.5815528921313184,8.729812309035356e-05
142,Cabo Náutico 3932,307,Vela Mestra 6857,3,0.031578947368421054,12.057894736842107,8.729812309035356e-05
142,Cabo Náutico 3932,18,Âncora Bruce 7120,2,0.021052631578947368,7.382384532760472,5.819874872690237e-05
142,Cabo Náutico 3932,263,Tinta Antifouling 3557,2,0.021052631578947368,7.0928792569659445,5.819874872690237e-05
142,Cabo Náutico 3932,76,Sonar Transducer 9995,6,0.06315789473684211,7.069775415738042,0.00017459624618070712
142,Cabo Náutico 3932,228,Defensa Náutica 9651,2,0.021052631578947368,6.890225563909774,5.819874872690237e-05
143,Tinta Antifouling 849,471,Colete Salva-Vidas 7201,4,0.012618296529968454,4.169497694734288,0.00011639749745380474
143,Tinta Antifouling 849,56,Sonar Transducer 4571,3,0.00946372239747634,3.7816374440613307,8.729812309035356e-05
143,Tinta Antifouling 849,410,Vela Mestra 207,7,0.022082018927444796,3.372660357518402,0.0002036956205441583
143,Tinta Antifouling 849,106,Hélice de Alumínio 2016,5,0.015772870662460567,3.285058789790651,0.00014549687181725592
143,Tinta Antifouling 849,449,Bússola de Bordo 8282,3,0.00946372239747634,3.188439413620338,8.729812309035356e-05
144,Vela Mestra 7171,418,Tinta Antifouling 6959,4,0.012698412698412698,4.156009070294784,0.00011639749745380474
144,Vela Mestra 7171,246,Motor de Popa 1365,3,0.009523809523809525,3.636507936507937,8.729812309035356e-05
144,Vela Mestra 7171,109,Âncora Bruce 8139,3,0.009523809523809525,3.4817629179331306,8.729812309035356e-05
144,Vela Mestra 7171,139,Sonar Transducer 7171,3,0.009523809523809525,3.240452616690241,8.729812309035356e-05
144,Vela Mestra 7171,112,Âncora Bruce 7692,3,0.009523809523809525,3.087601078167116,8.729812309035356e-05
145,Sonar Transducer 1176,166,GPS Plotter 7150,3,0.014778325123152709,4.7023809523809526,8.729812309035356e-05
145,Sonar Transducer 1176,102,Bateria Náutica 3506,3,0.014778325123152709,4.416149068322981,8.729812309035356e-05
145,Sonar Transducer 1176,467,Colete Salva-Vidas 2345,2,0.009852216748768473,4.030612244897959,5.819874872690237e-05
145,Sonar Transducer 1176,45,Tinta Antifouling 3620,2,0.009852216748768473,3.983193277310924,5.819874872690237e-05
145,Sonar Transducer 1176,12,Cabo Náutico 8028,3,0.014778325123152709,3.93687707641196,8.729812309035356e-05
146,Cabo Náutico 7323,396,Bússola de Bordo 8014,3,0.014634146341463415,5.350025947067981,8.729812309035356e-05
146,Cabo Náutico 7323,472,Defensa Náutica 9030,2,0.00975609756097561,3.9443328550932564,5.819874872690237e-05
146,Cabo Náutico 7323,135,GPS Plotter 3319,5,0.024390243902439025,3.9350738577808313,0.00014549687181725592
146,Cabo Náutico 7323,365,Sonar Transducer 455,2,0.00975609756097561,3.4563741513703796,5.819874872690237e-05
146,Cabo Náutico 7323,319,Defensa Náutica 8553,2,0.00975609756097561,3.386548410938655,5.819874872690237e-05
147,Motor de Popa 1923,463,Motor de Popa 8671,3,0.015625,6.171875,8.729812309035356e-05
147,Motor de Popa 1923,241,Defensa Náutica 5179,3,0.015625,4.550450211864407,8.729812309035356e-05
147,Motor de Popa 1923,403,Vela Mestra 807,2,0.010416666666666666,4.162427325581395,5.819874872690237e-05
147,Motor de Popa 1923,446,Vela Mestra 2993,2,0.010416666666666666,3.9337225274725274,5.819874872690237e-05
147,Motor de Popa 1923,336,Bateria Náutica 2400,2,0.010416666666666666,3.690399484536082,5.819874872690237e-05
148,Colete Salva-Vidas 8269,246,Motor de Popa 1365,2,0.017699115044247787,6.758112094395281,5.819874872690237e-05
148,Colete Salva-Vidas 8269,292,Vela Mestra 7242,2,0.017699115044247787,5.335351653469957,5.819874872690237e-05
148,Colete Salva-Vidas 8269,235,GPS Plotter 1842,3,0.02654867256637168,4.386274676650783,8.729812309035356e-05
148,Colete Salva-Vidas 8269,50,Vela Mestra 1577,3,0.02654867256637168,4.1096627601052385,8.729812309035356e-05
148,Colete Salva-Vidas 8269,160,Tinta Antifouling 901,4,0.035398230088495575,3.88645423958834,0.00011639749745380474
149,Bateria Náutica 948,69,Motor de Popa 2195,3,0.015,6.136607142857142,8.729812309035356e-05
149,Bateria Náutica 948,433,Colete Salva-Vidas 2045,3,0.015,5.79185393258427,8.729812309035356e-05
149,Bateria Náutica 948,407,Motor de Popa 3225,3,0.015,5.48377659574468,8.729812309035356e-05
149,Bateria Náutica 948,349,Bateria Náutica 5090,3,0.015,5.206818181818182,8.729812309035356e-05
149,Bateria Náutica 948,489,Defensa Náutica 9755,3,0.015,4.686136363636364,8.729812309035356e-05
150,Defensa Náutica 2783,347,Bússola de Bordo 9956,4,0.012861736334405145,5.139460106184102,0.00011639749745380474
150,Defensa Náutica 2783,226,Hélice de Alumínio 3756,5,0.01607717041800643,4.722153516365735,0.00014549687181725592
150,Defensa Náutica 2783,288,Vela Mestra 5566,8,0.02572347266881029,4.169750652187101,0.00023279499490760948
150,Defensa Náutica 2783,307,Vela Mestra 6857,3,0.00964630225080386,3.683279742765274,8.729812309035356e-05
150,Defensa Náutica 2783,172,Defensa Náutica 2684,3,0.00964630225080386,3.5644642671922,8.729812309035356e-05
151,Hélice de Alumínio 7225,48,Bússola de Bordo 6684,2,0.021052631578947368,7.536184210526315,5.819874872690237e-05
151,Hélice de Alumínio 7225,326,Defensa Náutica 824,2,0.021052631578947368,7.163105784262637,5.819874872690237e-05
151,Hélice de Alumínio 7225,209,Cabo Náutico 7626,2,0.021052631578947368,6.761436301032956,5.819874872690237e-05
151,Hélice de Alumínio 7225,215,Âncora Bruce 3775,2,0.021052631578947368,6.761436301032956,5.819874872690237e-05
151,Hélice de Alumínio 7225,221,Sonar Transducer 4498,2,0.021052631578947368,6.028947368421052,5.819874872690237e-05
152,Caboo Náutico 4942,499,Âncora Bruce 3938,5,0.01824817518248175,6.0297936552498586,0.00014549687181725592
152,Caboo Náutico 4942,61,Tinta Antifouling 693,3,0.010948905109489052,3.878960042140116,8.729812309035356e-05
152,Caboo Náutico 4942,326,Defensa Náutica 824,3,0.010948905109489052,3.725337862253379,8.729812309035356e-05
152,Caboo Náutico 4942,491,Bússola de Bordo 4004,3,0.010948905109489052,3.725337862253379,8.729812309035356e-05
152,Caboo Náutico 4942,141,Motor de Popa 5440,7,0.025547445255474453,2.89748500397485,0.0002036956205441583
153,Motor de Popa 9201,247,Defensa Náutica 7459,7,0.021671826625386997,3.6507466763795304,0.0002036956205441583
153,Motor de Popa 9201,246,Motor de Popa 1365,3,0.009287925696594427,3.5464396284829722,8.729812309035356e-05
153,Motor de Popa 9201,402,Tinta Antifouling 3241,3,0.009287925696594427,3.507467764433709,8.729812309035356e-05
153,Motor de Popa 9201,172,Defensa Náutica 2684,3,0.009287925696594427,3.4320383501448113,8.729812309035356e-05
153,Motor de Popa 9201,210,João da Silva,6,0.018575851393188854,3.273636580138128,0.00017459624618070712
154,Hélice de Alumínio 549,354,Bússola de Bordo 1372,4,0.013513513513513514,4.787545277235999,0.00011639749745380474
154,Hélice de Alumínio 549,330,Bússola de Bordo 4659,3,0.010135135135135136,3.9578854422604426,8.729812309035356e-05
154,Hélice de Alumínio 549,163,Defensa Náutica 1277,3,0.010135135135135136,3.5181203931203933,8.729812309035356e-05
154,Hélice de Alumínio 549,103,GPS Plotter 3183,8,0.02702702702702703,3.478590950501063,0.00023279499490760948
154,Hélice de Alumínio 549,422,Sonar Transducer 7193,6,0.02027027027027027,3.465611133521582,0.00017459624618070712
155,Bateria Náutica 5487,186,Motor de Popa 4710,2,0.017094017094017096,6.752136752136753,5.819874872690237e-05
155,Bateria Náutica 5487,189,Cabo Náutico 8341,2,0.017094017094017096,6.45533953226261,5.819874872690237e-05
155,Bateria Náutica 5487,54,Colete Salva-Vidas 6302,2,0.017094017094017096,5.5418480890179005,5.819874872690237e-05
155,Bateria Náutica 5487,453,Motor de Popa 8838,5,0.042735042735042736,5.320977331846898,0.00014549687181725592
155,Bateria Náutica 5487,415,Bateria Náutica 6140,2,0.017094017094017096,5.1529464687359425,5.819874872690237e-05
156,GPS Plotter 2111,358,Motor de Popa 553,4,0.013888888888888888,4.5027515723270435,0.00011639749745380474
156,GPS Plotter 2111,186,Motor de Popa 4710,3,0.010416666666666666,4.114583333333333,8.729812309035356e-05
156,GPS Plotter 2111,317,Defensa Náutica 3153,3,0.010416666666666666,4.067826704545454,8.729812309035356e-05
156,GPS Plotter 2111,325,Âncora Bruce 5388,3,0.010416666666666666,3.728841145833333,8.729812309035356e-05
156,GPS Plotter 2111,61,Tinta Antifouling 693,3,0.010416666666666666,3.690399484536082,8.729812309035356e-05
157,Bússola de Bordo 1248,61,Tinta Antifouling 693,2,0.01818181818181818,6.441424554826616,5.819874872690237e-05
157,Bússola de Bordo 1248,423,GPS Plotter 5583,2,0.01818181818181818,6.31129476584022,5.819874872690237e-05
157,Bússola de Bordo 1248,230,Bússola de Bordo 4361,2,0.01818181818181818,6.0078671328671325,5.819874872690237e-05
157,Bússola de Bordo 1248,419,Defensa Náutica 9143,2,0.01818181818181818,5.732276897414512,5.819874872690237e-05
157,Bússola de Bordo 1248,489,Defensa Náutica 9755,2,0.01818181818181818,5.680165289256198,5.819874872690237e-05
158,Vela Mestra 8056,489,Defensa Náutica 9755,4,0.014814814814814815,4.6282828282828286,0.00011639749745380474
158,Vela Mestra 8056,305,Bateria Náutica 5556,4,0.014814814814814815,4.242592592592593,0.00011639749745380474
158,Vela Mestra 8056,392,Tinta Antifouling 3067,9,0.03333333333333333,4.0477031802120145,0.00026189436927106065
158,Vela Mestra 8056,324,Colete Salva-Vidas 5603,3,0.011111111111111112,3.780528052805281,8.729812309035356e-05
158,Vela Mestra 8056,15,Bússola de Bordo 6287,3,0.011111111111111112,3.780528052805281,8.729812309035356e-05
159,GPS Plotter 2508,113,Hélice de Alumínio 1281,4,0.018867924528301886,5.494883274704189,0.00011639749745380474
159,GPS Plotter 2508,376,Defensa Náutica 7831,3,0.014150943396226415,5.118917576961271,8.729812309035356e-05
159,GPS Plotter 2508,151,Hélice de Alumínio 7225,3,0.014150943396226415,5.118917576961271,8.729812309035356e-05
159,GPS Plotter 2508,139,Sonar Transducer 7171,3,0.014150943396226415,4.814823463478423,8.729812309035356e-05
159,GPS Plotter 2508,11,Hélice de Alumínio 4091,5,0.02358490566037736,4.114189253902883,0.00014549687181725592
160,Tinta Antifouling 901,30,Colete Salva-Vidas 8612,3,0.009584664536741214,3.9211547238703783,8.729812309035356e-05
160,Tinta Antifouling 901,148,Colete Salva-Vidas 8269,4,0.012779552715654952,3.8864542395883395,0.00011639749745380474
160,Tinta Antifouling 901,155,Bateria Náutica 5487,4,0.012779552715654952,3.7535840091750634,0.00011639749745380474
160,Tinta Antifouling 901,478,Tinta Antifouling 3290,3,0.009584664536741214,3.4671262821590716,8.729812309035356e-05
160,Tinta Antifouling 901,449,Bússola de Bordo 8282,3,0.009584664536741214,3.229186243187371,8.729812309035356e-05
161,Bússola de Bordo 5772,491,Bússola de Bordo 4004,4,0.012121212121212121,4.124212421242125,0.00011639749745380474
161,Bússola de Bordo 5772,437,Hélice de Alumínio 728,4,0.012121212121212121,3.471212121212121,0.00011639749745380474
161,Bússola de Bordo 5772,60,Vela Mestra 2410,3,0.00909090909090909,3.288516746411483,8.729812309035356e-05
161,Bússola de Bordo 5772,10,Colete Salva-Vidas 6199,3,0.00909090909090909,3.0330979699911733,8.729812309035356e-05
161,Bússola de Bordo 5772,38,Sonar Transducer 7290,3,0.00909090909090909,3.0330979699911733,8.729812309035356e-05
162,Bateria Náutica 2654,330,Bússola de Bordo 4659,4,0.036036036036036036,14.072481572481573,0.00011639749745380474
162,Bateria Náutica 2654,359,Hélice de Alumínio 8562,2,0.018018018018018018,7.117117117117117,5.819874872690237e-05
162,Bateria Náutica 2654,122,Vela Mestra 7742,2,0.018018018018018018,6.383393702981332,5.819874872690237e-05
162,Bateria Náutica 2654,266,Bússola de Bordo 9356,4,0.036036036036036036,6.3506583506583505,0.00011639749745380474
162,Bateria Náutica 2654,329,Colete Salva-Vidas 3098,3,0.02702702702702703,4.993461203138622,8.729812309035356e-05
163,Defensa Náutica 1277,390,Defensa Náutica 3955,2,0.020202020202020204,6.488246955536676,5.819874872690237e-05
163,Defensa Náutica 1277,380,Sonar Transducer 8538,2,0.020202020202020204,6.428170594837262,5.819874872690237e-05
163,Defensa Náutica 1277,492,Bateria Náutica 4361,3,0.030303030303030304,5.055163283318623,8.729812309035356e-05
163,Defensa Náutica 1277,447,Cabo Náutico 2366,3,0.030303030303030304,4.866185216652506,8.729812309035356e-05
163,Defensa Náutica 1277,378,Cabo Náutico 5157,3,0.030303030303030304,4.798910766652702,8.729812309035356e-05
164,Bateria Náutica 2738,212,Sonar Transducer 594,6,0.032432432432432434,5.257266700662927,0.00017459624618070712
164,Bateria Náutica 2738,200,Tinta Antifouling 4777,2,0.010810810810810811,4.082566082566083,5.819874872690237e-05
164,Bateria Náutica 2738,336,Bateria Náutica 2400,2,0.010810810810810811,3.830036221788799,5.819874872690237e-05
164,Bateria Náutica 2738,218,Bússola de Bordo 4059,2,0.010810810810810811,3.7526617526617527,5.819874872690237e-05
164,Bateria Náutica 2738,385,GPS Plotter 5137,2,0.010810810810810811,3.7526617526617527,5.819874872690237e-05
165,GPS Plotter 6840,30,Colete Salva-Vidas 8612,3,0.013333333333333334,5.454761904761905,8.729812309035356e-05
165,GPS Plotter 6840,226,Hélice de Alumínio 3756,4,0.017777777777777778,5.221652421652422,0.00011639749745380474
165,GPS Plotter 6840,211,Cabo Náutico 9796,3,0.013333333333333334,5.091111111111112,8.729812309035356e-05
165,GPS Plotter 6840,452,Tinta Antifouling 4641,3,0.013333333333333334,4.582000000000001,8.729812309035356e-05
165,GPS Plotter 6840,461,Colete Salva-Vidas 3259,3,0.013333333333333334,4.3226415094339625,8.729812309035356e-05
166,GPS Plotter 7150,122,Vela Mestra 7742,2,0.018518518518518517,6.560710194730813,5.819874872690237e-05
166,GPS Plotter 7150,449,Bússola de Bordo 8282,2,0.018518518518518517,6.239106753812636,5.819874872690237e-05
166,GPS Plotter 7150,419,Defensa Náutica 9143,2,0.018518518518518517,5.838430173292559,5.819874872690237e-05
166,GPS Plotter 7150,453,Motor de Popa 8838,5,0.046296296296296294,5.764392109500805,0.00014549687181725592
166,GPS Plotter 7150,226,Hélice de Alumínio 3756,2,0.018518518518518517,5.439221272554605,5.819874872690237e-05
167,GPS Plotter 2659,347,Bússola de Bordo 9956,4,0.0125,4.994912790697675,0.00011639749745380474
167,GPS Plotter 2659,58,Sonar Transducer 3832,7,0.021875,3.448322821100917,0.0002036956205441583
167,GPS Plotter 2659,365,Sonar Transducer 455,3,0.009375,3.321359536082474,8.729812309035356e-05
167,GPS Plotter 2659,193,Cabo Náutico 8225,3,0.009375,3.287468112244898,8.729812309035356e-05
167,GPS Plotter 2659,121,GPS Plotter 1152,5,0.015625,3.2741044207317076,0.00014549687181725592
168,Âncora Bruce 7525,446,Vela Mestra 2993,3,0.013824884792626729,5.22079303185294,8.729812309035356e-05
168,Âncora Bruce 7525,120,Motor de Popa 8681,3,0.013824884792626729,5.000970167353868,8.729812309035356e-05
168,Âncora Bruce 7525,332,Bateria Náutica 9527,3,0.013824884792626729,4.750921658986176,8.729812309035356e-05
168,Âncora Bruce 7525,10,Colete Salva-Vidas 6199,3,0.013824884792626729,4.612545299986578,8.729812309035356e-05
168,Âncora Bruce 7525,241,Defensa Náutica 5179,3,0.013824884792626729,4.0262047957509965,8.729812309035356e-05
169,Hélice de Alumínio 1674,211,Cabo Náutico 9796,2,0.020833333333333332,7.954861111111111,5.819874872690237e-05
169,Hélice de Alumínio 1674,396,Bússola de Bordo 8014,2,0.020833333333333332,7.616356382978722,5.819874872690237e-05
169,Hélice de Alumínio 1674,109,Âncora Bruce 8139,2,0.020833333333333332,7.616356382978722,5.819874872690237e-05
169,Hélice de Alumínio 1674,419,Defensa Náutica 9143,2,0.020833333333333332,6.5682339449541285,5.819874872690237e-05
169,Hélice de Alumínio 1674,220,Tinta Antifouling 5225,3,0.03125,5.9994762569832405,8.729812309035356e-05
170,Bateria Náutica 834,132,Tinta Antifouling 7287,4,0.018779342723004695,6.0882274780760035,0.00011639749745380474
170,Bateria Náutica 834,359,Hélice de Alumínio 8562,3,0.014084507042253521,5.563380281690141,8.729812309035356e-05
170,Bateria Náutica 834,248,Tinta Antifouling 3953,3,0.014084507042253521,4.7922186584855675,8.729812309035356e-05
170,Bateria Náutica 834,372,Vela Mestra 500,3,0.014084507042253521,4.360487247811192,8.729812309035356e-05
170,Bateria Náutica 834,25,Bússola de Bordo 799,3,0.014084507042253521,4.2833104823632056,8.729812309035356e-05
171,Motor de Popa 6225,13,GPS Plotter 7021,5,0.016025641025641024,6.051880811496196,0.00014549687181725592
171,Motor de Popa 6225,119,Motor de Popa 2911,5,0.016025641025641024,5.006555944055944,0.00014549687181725592
171,Motor de Popa 6225,287,Âncora Bruce 4980,4,0.01282051282051282,4.495682888540031,0.00011639749745380474
171,Motor de Popa 6225,38,Sonar Transducer 7290,4,0.01282051282051282,4.277445855115758,0.00011639749745380474
171,Motor de Popa 6225,155,Bateria Náutica 5487,4,0.01282051282051282,3.7656147271531886,0.00011639749745380474
172,Defensa Náutica 2684,79,Sonar Transducer 5255,2,0.021505376344086023,8.21146953405018,5.819874872690237e-05
172,Defensa Náutica 2684,396,Bússola de Bordo 8014,2,0.021505376344086023,7.862045298558682,5.819874872690237e-05
172,Defensa Náutica 2684,398,Âncora Bruce 4713,2,0.021505376344086023,7.464972303681982,5.819874872690237e-05
172,Defensa Náutica 2684,404,Bússola de Bordo 679,2,0.021505376344086023,7.106079404466501,5.819874872690237e-05
172,Defensa Náutica 2684,292,Vela Mestra 7242,2,0.021505376344086023,6.482739105829089,5.819874872690237e-05
173,Bateria Náutica 2569,200,Tinta Antifouling 4777,3,0.014218009478672985,5.36925160147909,8.729812309035356e-05
173,Bateria Náutica 2569,107,Tinta Antifouling 5097,3,0.014218009478672985,4.4018188804918665,8.729812309035356e-05
173,Bateria Náutica 2569,19,Âncora Bruce 4405,5,0.023696682464454975,3.8231760229624188,0.00014549687181725592
173,Bateria Náutica 2569,4,Sonar Transducer 9933,4,0.018957345971563982,3.7440758293838865,0.00011639749745380474
173,Bateria Náutica 2569,463,Motor de Popa 8671,2,0.009478672985781991,3.7440758293838865,5.819874872690237e-05
174,Bússola de Bordo 755,461,Colete Salva-Vidas 3259,5,0.01607717041800643,5.212188315233877,0.00014549687181725592
174,Bússola de Bordo 755,402,Tinta Antifouling 3241,4,0.012861736334405145,4.857072188261899,0.00011639749745380474
174,Bússola de Bordo 755,319,Defensa Náutica 8553,4,0.012861736334405145,4.4645815063821495,0.00011639749745380474
174,Bússola de Bordo 755,398,Âncora Bruce 4713,4,0.012861736334405145,4.4645815063821495,0.00011639749745380474
174,Bússola de Bordo 755,186,Motor de Popa 4710,3,0.00964630225080386,3.8102893890675245,8.729812309035356e-05
175,Hélice de Alumínio 7706,198,Hélice de Alumínio 8067,5,0.024630541871921183,3.9552736982643526,0.00014549687181725592
175,Hélice de Alumínio 7706,317,Defensa Náutica 3153,2,0.009852216748768473,3.8474025974025974,5.819874872690237e-05
175,Hélice de Alumínio 7706,307,Vela Mestra 6857,2,0.009852216748768473,3.761904761904762,5.819874872690237e-05
175,Hélice de Alumínio 7706,290,Defensa Náutica 6113,4,0.019704433497536946,3.720565149136578,0.00011639749745380474
175,Hélice de Alumínio 7706,200,Tinta Antifouling 4777,2,0.009852216748768473,3.720565149136578,5.819874872690237e-05
176,Vela Mestra 1834,336,Bateria Náutica 2400,4,0.011976047904191617,4.242854497191185,0.00011639749745380474
176,Vela Mestra 1834,99,Âncora Bruce 2417,4,0.011976047904191617,3.9195893926432848,0.00011639749745380474
176,Vela Mestra 1834,193,Cabo Náutico 8225,3,0.008982035928143712,3.1496700476597823,8.729812309035356e-05
176,Vela Mestra 1834,349,Bateria Náutica 5090,3,0.008982035928143712,3.117855198693522,8.729812309035356e-05
176,Vela Mestra 1834,248,Tinta Antifouling 3953,3,0.008982035928143712,3.0561154917886997,8.729812309035356e-05
177,GPS Plotter 8413,483,Defensa Náutica 9695,8,0.03065134099616858,5.374149659863945,0.00023279499490760948
177,GPS Plotter 8413,452,Tinta Antifouling 4641,4,0.01532567049808429,5.266666666666667,0.00011639749745380474
177,GPS Plotter 8413,403,Vela Mestra 807,3,0.011494252873563218,4.593023255813954,8.729812309035356e-05
177,GPS Plotter 8413,402,Tinta Antifouling 3241,3,0.011494252873563218,4.340659340659341,8.729812309035356e-05
177,GPS Plotter 8413,13,GPS Plotter 7021,3,0.011494252873563218,4.340659340659341,8.729812309035356e-05
178,Cabo Náutico 6215,215,Âncora Bruce 3775,3,0.016129032258064516,5.180132649984926,8.729812309035356e-05
178,Cabo Náutico 6215,12,Cabo Náutico 8028,3,0.016129032258064516,4.296699174793698,8.729812309035356e-05
178,Cabo Náutico 6215,13,GPS Plotter 7021,2,0.010752688172043012,4.060616802552287,5.819874872690237e-05
178,Cabo Náutico 6215,169,Hélice de Alumínio 1674,2,0.010752688172043012,3.8491263440860215,5.819874872690237e-05
178,Cabo Náutico 6215,99,Âncora Bruce 2417,2,0.010752688172043012,3.5192012288786483,5.819874872690237e-05
179,Bateria Náutica 4055,112,Âncora Bruce 7692,3,0.014150943396226415,4.587709149163404,8.729812309035356e-05
179,Bateria Náutica 4055,26,Bússola de Bordo 3795,4,0.018867924528301886,3.448916097952629,0.00011639749745380474
179,Bateria Náutica 4055,190,GPS Plotter 3107,6,0.02830188679245283,3.27472841623785,0.00017459624618070712
179,Bateria Náutica 4055,452,Tinta Antifouling 4641,2,0.009433962264150943,3.241981132075472,5.819874872690237e-05
179,Bateria Náutica 4055,138,Cabo Náutico 3217,4,0.018867924528301886,3.225851872711912,0.00011639749745380474
180,Motor de Popa 1949,282,Cabo Náutico 8086,4,0.013333333333333334,4.980434782608696,0.00011639749745380474
180,Motor de Popa 1949,458,Sonar Transducer 9222,4,0.013333333333333334,4.242592592592593,0.00011639749745380474
180,Motor de Popa 1949,137,Motor de Popa 8544,4,0.013333333333333334,3.8504201680672274,0.00011639749745380474
180,Motor de Popa 1949,478,Tinta Antifouling 3290,3,0.01,3.6173684210526313,8.729812309035356e-05
180,Motor de Popa 1949,423,GPS Plotter 5583,3,0.01,3.471212121212121,8.729812309035356e-05
181,Bateria Náutica 7848,30,Colete Salva-Vidas 8612,3,0.013761467889908258,5.629914809960681,8.729812309035356e-05
181,Bateria Náutica 7848,478,Tinta Antifouling 3290,3,0.013761467889908258,4.978029937228392,8.729812309035356e-05
181,Bateria Náutica 7848,332,Bateria Náutica 9527,3,0.013761467889908258,4.729128440366973,8.729812309035356e-05
181,Bateria Náutica 7848,437,Hélice de Alumínio 728,3,0.013761467889908258,3.9409403669724776,8.729812309035356e-05
181,Bateria Náutica 7848,17,GPS Plotter 3436,5,0.022935779816513763,3.8636670264436055,0.00014549687181725592
182,Vela Mestra 3395,270,Defensa Náutica 8531,2,0.011627906976744186,4.5408298097251585,5.819874872690237e-05
182,Vela Mestra 3395,365,Sonar Transducer 455,2,0.011627906976744186,4.119515703668185,5.819874872690237e-05
182,Vela Mestra 3395,480,Hélice de Alumínio 4260,2,0.011627906976744186,4.119515703668185,5.819874872690237e-05
182,Vela Mestra 3395,319,Defensa Náutica 8553,2,0.011627906976744186,4.036293164200141,5.819874872690237e-05
182,Vela Mestra 3395,163,Defensa Náutica 1277,2,0.011627906976744186,4.036293164200141,5.819874872690237e-05
183,Cabo Náutico 394,48,Bússola de Bordo 6684,3,0.013215859030837005,4.730864537444934,8.729812309035356e-05
183,Cabo Náutico 394,193,Cabo Náutico 8225,3,0.013215859030837005,4.634316281578711,8.729812309035356e-05
183,Cabo Náutico 394,488,Bateria Náutica 9984,5,0.022026431718061675,4.205212922173275,0.00014549687181725592
183,Cabo Náutico 394,241,Defensa Náutica 5179,3,0.013215859030837005,3.8488389457179126,8.729812309035356e-05
183,Cabo Náutico 394,113,Hélice de Alumínio 1281,3,0.013215859030837005,3.8488389457179126,8.729812309035356e-05
184,Tinta Antifouling 8753,105,Defensa Náutica 1200,3,0.027777777777777776,9.09126984126984,8.729812309035356e-05
